CHR	START	STOP	REFSEQID	GENESYMBOL	STRAND
chr1	178511930	178518024	NR_033186	C1orf220	+
chr1	178646883	178646969	NR_039622	MIR4424	+
chr1	178694299	178889237	NM_152663	RALGPS2	+
chr1	178995073	179045702	NM_014864	FAM20B	+
chr1	179051111	179065129	NM_022371	TOR3A	+
chr1	179262848	179327814	NM_001252511	SOAT1	+
chr1	179262848	179327814	NM_001252512	SOAT1	+
chr1	179262848	179327814	NM_003101	SOAT1	+
chr1	179262848	179327814	NR_045530	SOAT1	+
chr1	179334854	179523870	NM_144696	AXDND1	+
chr1	179560747	179660407	NM_001199091	TDRD5	+
chr1	179560756	179660407	NM_001199085	TDRD5	+
chr1	179560756	179660407	NM_173533	TDRD5	+
chr1	179560988	179660407	NM_001199089	TDRD5	+
chr1	179575361	179660407	NM_001199092	TDRD5	+
chr1	179712297	179785333	NM_173509	FAM163A	+
chr1	179851176	179889212	NM_015602	TOR1AIP1	+
chr1	179923907	180084015	NM_014810	CEP350	+
chr1	180123967	180167169	NM_001004128	QSOX1	+
chr1	180123967	180167169	NM_002826	QSOX1	+
chr1	180167143	180169859	NR_026900	FLJ23867	+
chr1	180199432	180244188	NM_033343	LHX4	+
chr1	180601145	180859415	NM_001135669	XPR1	+
chr1	180601145	180859415	NM_004736	XPR1	+
chr1	180882312	180915239	NM_020950	KIAA1614	+
chr1	181002560	181031074	NM_001194999	MR1	+
chr1	181002560	181031074	NM_001195000	MR1	+
chr1	181002560	181031074	NM_001195035	MR1	+
chr1	181002560	181031074	NM_001531	MR1	+
chr1	181057637	181059979	NM_016545	IER5	+
chr1	181205523	181207740	NR_046249	GM140	+
chr1	181452685	181775921	NM_000721	CACNA1E	+
chr1	181452685	181775921	NM_001205293	CACNA1E	+
chr1	181452685	181775921	NM_001205294	CACNA1E	+
chr1	182376755	182383948	NR_034131	LINC00272	+
chr1	182419255	182529732	NM_001137669	RGSL1	+
chr1	182584274	182585764	NR_036490	LOC284648	+
chr1	182758583	182799519	NM_001200050	NPL	+
chr1	182758583	182799519	NM_001200051	NPL	+
chr1	182758583	182799519	NM_001200052	NPL	+
chr1	182758583	182799519	NM_001200056	NPL	+
chr1	182758583	182799519	NM_030769	NPL	+
chr1	182808438	182857117	NM_001357	DHX9	+
chr1	182808438	182857117	NR_033302	DHX9	+
chr1	182992594	183114727	NM_002293	LAMC1	+
chr1	183155173	183210406	NM_018891	LAMC2	+
chr1	183155173	183214262	NM_005562	LAMC2	+
chr1	183441505	183523328	NM_001174061	SMG7	+
chr1	183441505	183523328	NM_173156	SMG7	+
chr1	183441505	183523328	NM_201568	SMG7	+
chr1	183441505	183523328	NM_201569	SMG7	+
chr1	183605207	183897666	NM_015149	RGL1	+
chr1	184020810	184043344	NM_001127394	TSEN15	+
chr1	184020810	184043344	NM_052965	TSEN15	+
chr1	184020810	184043344	NR_023349	TSEN15	+
chr1	184356149	184598155	NM_030806	C1orf21	+
chr1	185014550	185071740	NM_007212	RNF2	+
chr1	185126191	185260913	NM_001105518	SWT1	+
chr1	185126290	185260913	NM_017673	SWT1	+
chr1	185703682	186160085	NM_031935	HMCN1	+
chr1	186265404	186283688	NM_001127708	PRG4	+
chr1	186265404	186283688	NM_001127709	PRG4	+
chr1	186265404	186283688	NM_001127710	PRG4	+
chr1	186265404	186283688	NM_005807	PRG4	+
chr1	186344889	186390503	NM_001164245	C1orf27	+
chr1	186344889	186390503	NM_001164246	C1orf27	+
chr1	186344889	186390503	NM_017847	C1orf27	+
chr1	186369703	186370587	NM_022375	OCLM	+
chr1	186798031	186958113	NM_024420	PLA2G4A	+
chr1	190594019	190770788	NR_033922	LOC440704	+
chr1	192127591	192154945	NM_130782	RGS18	+
chr1	192286121	192336414	NM_001039152	RGS21	+
chr1	192544856	192549159	NM_002922	RGS1	+
chr1	192605267	192629440	NM_002927	RGS13	+
chr1	192605267	192629440	NM_144766	RGS13	+
chr1	192778168	192781407	NM_002923	RGS2	+
chr1	193028551	193055115	NM_001173524	TROVE2	+
chr1	193028551	193055115	NR_033393	TROVE2	+
chr1	193029003	193055115	NM_004600	TROVE2	+
chr1	193029003	193060906	NM_001042369	TROVE2	+
chr1	193029003	193060906	NM_001042370	TROVE2	+
chr1	193029003	193060906	NM_001173525	TROVE2	+
chr1	193091087	193223942	NM_024529	CDC73	+
chr1	193105632	193105713	NR_031691	MIR1278	+
chr1	196621007	196670695	NM_001014975	CFH	+
chr1	196621007	196716634	NM_000186	CFH	+
chr1	196743929	196763203	NM_001166624	CFHR3	+
chr1	196743929	196763203	NM_021023	CFHR3	+
chr1	196788860	196801319	NM_002113	CFHR1	+
chr1	196857143	196887843	NM_001201550	CFHR4	+
chr1	196857143	196887843	NM_001201551	CFHR4	+
chr1	196857143	196887843	NM_006684	CFHR4	+
chr1	196912933	196928356	NM_005666	CFHR2	+
chr1	196946666	196978803	NM_030787	CFHR5	+
chr1	197237333	197447585	NM_001193640	CRB1	+
chr1	197237333	197447585	NM_201253	CRB1	+
chr1	197871681	197876497	NM_001024594	C1orf53	+
chr1	197881634	197899273	NM_001014434	LHX9	+
chr1	197886516	197899273	NM_020204	LHX9	+
chr1	198126107	198291548	NM_133494	NEK7	+
chr1	198608097	198726605	NM_002838	PTPRC	+
chr1	198608097	198726605	NM_080921	PTPRC	+
chr1	199996769	200146550	NM_003822	NR5A2	+
chr1	199996769	200146550	NM_205860	NR5A2	+
chr1	200708685	200829831	NM_203459	CAMSAP2	+
chr1	200842165	200843251	NM_005298	GPR25	+
chr1	200860626	200884864	NM_018265	C1orf106	+
chr1	200863948	200884864	NM_001142569	C1orf106	+
chr1	201159952	201198080	NM_001164586	IGFN1	+
chr1	201252579	201302121	NM_000299	PKP1	+
chr1	201252579	201302121	NM_001005337	PKP1	+
chr1	201489031	201489720	NR_026667	RPS10P7	+
chr1	201617449	201796102	NM_020443	NAV1	+
chr1	201708962	201796102	NM_001167738	NAV1	+
chr1	201777738	201777830	NR_031599	MIR1231	+
chr1	201798287	201853422	NM_018085	IPO9	+
chr1	201857796	201861715	NR_030775	SHISA4	+
chr1	201857804	201861715	NM_198149	SHISA4	+
chr1	201924618	201939789	NM_006335	TIMM17A	+
chr1	201951765	201975275	NM_020216	RNPEP	+
chr1	201979689	201986315	NM_001114309	ELF3	+
chr1	201979689	201986315	NM_004433	ELF3	+
chr1	202092028	202098634	NM_004767	GPR37L1	+
chr1	202137178	202158577	NR_002930	PTPRVP	+
chr1	202163117	202288889	NM_001017403	LGR6	+
chr1	202172904	202288889	NM_021636	LGR6	+
chr1	202183282	202288889	NM_001017404	LGR6	+
chr1	202317829	202407370	NM_001167857	PPP1R12B	+
chr1	202317829	202407370	NM_001167858	PPP1R12B	+
chr1	202317829	202557697	NM_002481	PPP1R12B	+
chr1	202431870	202557697	NM_032103	PPP1R12B	+
chr1	202431870	202557697	NM_032104	PPP1R12B	+
chr1	202509241	202557697	NM_001197131	PPP1R12B	+
chr1	202780073	202781041	NR_046325	PCAT6	+
chr1	202780073	202781041	NR_046326	PCAT6	+
chr1	202794328	202795421	NR_038135	LOC641515	+
chr1	202830881	202844369	NR_002929	LOC148709	+
chr1	202976533	202993197	NM_138391	TMEM183A	+
chr1	202976535	202992668	NM_001079809	TMEM183B	+
chr1	203020310	203047864	NM_015053	PPFIA4	+
chr1	203096835	203136533	NM_000674	ADORA1	+
chr1	203096835	203136533	NM_001048230	ADORA1	+
chr1	203274663	203278729	NM_006763	BTG2	+
chr1	203444882	203460479	NM_002725	PRELP	+
chr1	203444882	203460479	NM_201348	PRELP	+
chr1	203463270	203478077	NM_014359	OPTC	+
chr1	203595914	203713209	NM_001001396	ATP2B4	+
chr1	203595914	203713209	NM_001684	ATP2B4	+
chr1	203698708	203698833	NR_003019	SNORA77	+
chr1	203699704	203700979	NR_046213	LINC00260	+
chr1	203734283	203745480	NM_001136190	LAX1	+
chr1	203734283	203745480	NM_017773	LAX1	+
chr1	203764750	203823256	NM_014827	ZC3H11A	+
chr1	203766650	203769590	NM_001174108	ZBED6	+
chr1	203830739	203840280	NM_003094	SNRPE	+
chr1	204042245	204096871	NM_005686	SOX13	+
chr1	204485506	204527248	NM_001204171	MDM4	+
chr1	204485506	204527248	NM_001204172	MDM4	+
chr1	204485506	204527248	NM_002393	MDM4	+
chr1	204797781	204946274	NM_001005389	NFASC	+
chr1	204797781	204946274	NM_001160333	NFASC	+
chr1	204797781	204991950	NM_001005388	NFASC	+
chr1	204797781	204991950	NM_001160332	NFASC	+
chr1	204797781	204991950	NM_015090	NFASC	+
chr1	204913353	204991950	NM_001160331	NFASC	+
chr1	205012339	205047171	NM_005076	CNTN2	+
chr1	205197037	205242471	NM_014858	TMCC2	+
chr1	205198058	205242471	NM_001242925	TMCC2	+
chr1	205342379	205356568	NR_038425	LEMD1-AS1	+
chr1	205473683	205501921	NM_002596	CDK18	+
chr1	205473683	205501921	NM_212502	CDK18	+
chr1	205473683	205501921	NM_212503	CDK18	+
chr1	205538111	205572046	NM_181644	MFSD4	+
chr1	205831206	205865215	NR_046097	LOC284581	+
chr1	206138910	206155074	NM_001123168	FAM72A	+
chr1	206224282	206231482	NM_000707	AVPR1B	+
chr1	206317458	206332104	NM_001910	CTSE	+
chr1	206317458	206332104	NM_148964	CTSE	+
chr1	206516199	206637783	NM_001170637	SRGAP2	+
chr1	206516199	206637783	NM_015326	SRGAP2	+
chr1	206643585	206670223	NM_001193321	IKBKE	+
chr1	206643585	206670223	NM_001193322	IKBKE	+
chr1	206643585	206670223	NM_014002	IKBKE	+
chr1	206680878	206762616	NM_182663	RASSF5	+
chr1	206680878	206762616	NM_182664	RASSF5	+
chr1	206730491	206762616	NM_182665	RASSF5	+
chr1	206808880	206822542	NM_001004023	DYRK3	+
chr1	206808880	206822542	NM_003582	DYRK3	+
chr1	206858364	206907630	NM_004759	MAPKAPK2	+
chr1	206858364	206907630	NM_032960	MAPKAPK2	+
chr1	206972214	207016326	NM_153758	IL19	+
chr1	207002221	207016326	NM_013371	IL19	+
chr1	207039153	207042568	NM_018724	IL20	+
chr1	207070787	207077484	NM_001185156	IL24	+
chr1	207070787	207077484	NM_001185157	IL24	+
chr1	207070787	207077484	NM_001185158	IL24	+
chr1	207070787	207077484	NM_006850	IL24	+
chr1	207226619	207251162	NM_006212	PFKFB2	+
chr1	207226619	207254368	NM_001018053	PFKFB2	+
chr1	207262211	207273337	NM_001017365	C4BPB	+
chr1	207262211	207273337	NM_001017366	C4BPB	+
chr1	207262583	207273337	NM_000716	C4BPB	+
chr1	207262583	207273337	NM_001017364	C4BPB	+
chr1	207262627	207273337	NM_001017367	C4BPB	+
chr1	207277606	207318317	NM_000715	C4BPA	+
chr1	207494816	207534311	NM_000574	CD55	+
chr1	207494816	207534311	NM_001114752	CD55	+
chr1	207627644	207663240	NM_001006658	CR2	+
chr1	207627644	207663240	NM_001877	CR2	+
chr1	207669472	207815110	NM_000573	CR1	+
chr1	207669472	207815110	NM_000651	CR1	+
chr1	207818457	207897036	NM_175710	CR1L	+
chr1	207925382	207968861	NM_002389	CD46	+
chr1	207925382	207968861	NM_153826	CD46	+
chr1	207925382	207968861	NM_172350	CD46	+
chr1	207925382	207968861	NM_172351	CD46	+
chr1	207925382	207968861	NM_172352	CD46	+
chr1	207925382	207968861	NM_172353	CD46	+
chr1	207925382	207968861	NM_172359	CD46	+
chr1	207925382	207968861	NM_172361	CD46	+
chr1	207991723	207995941	NR_026817	LOC148696	+
chr1	209602167	209605892	NM_001104548	MIR205HG	+
chr1	209605477	209605587	NR_029622	MIR205	+
chr1	209757044	209787284	NM_020439	CAMK1G	+
chr1	209848669	209849735	NM_015714	G0S2	+
chr1	209859524	209908295	NM_001206741	HSD11B1	+
chr1	209859524	209908295	NM_181755	HSD11B1	+
chr1	209878135	209908295	NM_005525	HSD11B1	+
chr1	209929393	209955668	NM_025228	TRAF3IP3	+
chr1	210001311	210030910	NM_014388	DIEXF	+
chr1	210111518	210337633	NM_001146261	SYT14	+
chr1	210111518	210337633	NM_001146262	SYT14	+
chr1	210111518	210337633	NM_001146264	SYT14	+
chr1	210111518	210337633	NM_001256006	SYT14	+
chr1	210111518	210337633	NM_153262	SYT14	+
chr1	210111518	210337633	NR_027459	SYT14	+
chr1	210406194	210416440	NM_019605	SERTAD4	+
chr1	210501595	210849638	NM_001122834	HHAT	+
chr1	210501595	210849638	NM_001170564	HHAT	+
chr1	210502249	210849638	NM_001170587	HHAT	+
chr1	210502249	210849638	NM_001170588	HHAT	+
chr1	210502249	210849638	NM_018194	HHAT	+
chr1	210502639	210849638	NM_001170580	HHAT	+
chr1	211432707	211486655	NM_001136225	RCOR3	+
chr1	211432707	211489725	NM_001136223	RCOR3	+
chr1	211432707	211489725	NM_001136224	RCOR3	+
chr1	211433288	211489725	NM_018254	RCOR3	+
chr1	211499956	211548286	NM_004619	TRAF5	+
chr1	211500147	211548286	NM_001033910	TRAF5	+
chr1	211519705	211548286	NM_145759	TRAF5	+
chr1	211556096	211605877	NR_026761	LINC00467	+
chr1	212208918	212278187	NM_016448	DTL	+
chr1	212250954	212251027	NR_036068	MIR3122	+
chr1	212458878	212535205	NM_006243	PPP2R5A	+
chr1	212475147	212535205	NM_001199756	PPP2R5A	+
chr1	212526159	212526292	NR_004389	SNORA16B	+
chr1	212606228	212619721	NM_013349	NENF	+
chr1	212606228	212619721	NR_026598	NENF	+
chr1	212738675	212794119	NM_001030287	ATF3	+
chr1	212781969	212794119	NM_001040619	ATF3	+
chr1	212781969	212794119	NM_001206484	ATF3	+
chr1	212781969	212794119	NM_001206488	ATF3	+
chr1	212781969	212794119	NM_001674	ATF3	+
chr1	212788359	212794119	NM_001206486	ATF3	+
chr1	212797788	212800120	NM_153606	FAM71A	+
chr1	212965169	212990167	NM_001042552	TATDN3	+
chr1	212965169	212990167	NM_001042553	TATDN3	+
chr1	212965169	212990167	NM_001146169	TATDN3	+
chr1	212965169	212990167	NM_001146170	TATDN3	+
chr1	212965169	212990167	NM_001146171	TATDN3	+
chr1	213031596	213072705	NM_014053	FLVCR1	+
chr1	213123886	213164927	NM_001136474	VASH2	+
chr1	213123886	213164927	NM_001136475	VASH2	+
chr1	213123886	213164927	NM_024749	VASH2	+
chr1	213224587	213446808	NM_001136138	RPS6KC1	+
chr1	213224587	213446808	NM_012424	RPS6KC1	+
chr1	214098091	214099996	NR_046189	LINC00538	+
chr1	214161843	214214847	NM_002763	PROX1	+
chr1	214454564	214510477	NM_020197	SMYD2	+
chr1	214776531	214837914	NM_016343	CENPF	+
chr1	215178884	215410436	NM_001017424	KCNK2	+
chr1	215256559	215410436	NM_001017425	KCNK2	+
chr1	215256559	215410436	NM_014217	KCNK2	+
chr1	215740734	215795149	NM_016121	KCTD3	+
chr1	217804694	218040484	NM_138796	SPATA17	+
chr1	218458628	218511325	NM_016052	RRP15	+
chr1	218518675	218617961	NM_001135599	TGFB2	+
chr1	218518675	218617961	NM_003238	TGFB2	+
chr1	219347191	219386207	NM_138794	LYPLAL1	+
chr1	220046618	220292777	NR_002753	RNU5F-1	+
chr1	220267454	220321383	NM_018060	IARS2	+
chr1	220701567	220837799	NM_018650	MARK1	+
chr1	220863627	220872499	NM_024709	C1orf115	+
chr1	220921675	220957596	NM_017898	MARC2	+
chr1	220960038	220987741	NM_022746	MARC1	+
chr1	221052742	221058400	NM_021958	HLX	+
chr1	222791443	222841351	NM_198551	MIA3	+
chr1	222885905	222906106	NM_144695	BROX	+
chr1	222910557	222924002	NM_207468	FAM177B	+
chr1	222988430	223179337	NM_032890	DISP1	+
chr1	223566714	223568812	NM_152610	C1orf65	+
chr1	223889294	223963720	NM_001146068	CAPN2	+
chr1	223900118	223963720	NM_001748	CAPN2	+
chr1	224301788	224349749	NM_001136115	FBXO28	+
chr1	224301788	224349749	NM_015176	FBXO28	+
chr1	224370909	224381142	NM_003676	DEGS1	+
chr1	224544594	224563695	NM_014184	CNIH4	+
chr1	224804178	224928249	NM_152495	CNIH3	+
chr1	225117355	225211991	NM_001145154	DNAH14	+
chr1	225117355	225586996	NM_001373	DNAH14	+
chr1	225117362	225155626	NM_144989	DNAH14	+
chr1	225965514	225978168	NM_001130440	SRP9	+
chr1	225965514	225978168	NM_003133	SRP9	+
chr1	225997796	226033262	NM_001136018	EPHX1	+
chr1	226013001	226033262	NM_000120	EPHX1	+
chr1	226250407	226259703	NM_002107	H3F3A	+
chr1	226250427	226259703	NR_002315	H3F3AP4	+
chr1	226411382	226413513	NM_031944	MIXL1	+
chr1	226736500	226796915	NM_001003665	C1orf95	+
chr1	227058272	227083804	NM_000447	PSEN2	+
chr1	227058272	227083804	NM_012486	PSEN2	+
chr1	227127937	227175246	NM_020247	ADCK3	+
chr1	227751219	227850164	NM_178549	ZNF678	+
chr1	227751219	227850164	NR_033184	ZNF678	+
chr1	227916239	227922055	NR_024485	LOC100130093	+
chr1	227916239	227922055	NR_024486	LOC100130093	+
chr1	227922696	227968932	NM_053052	SNAP47	+
chr1	228003417	228034171	NM_183062	PRSS38	+
chr1	228194722	228248972	NM_033131	WNT3A	+
chr1	228270360	228286913	NM_001024226	ARF1	+
chr1	228270360	228286913	NM_001658	ARF1	+
chr1	228270850	228286913	NM_001024227	ARF1	+
chr1	228270850	228286913	NM_001024228	ARF1	+
chr1	228284963	228285042	NR_037415	MIR3620	+
chr1	228327784	228336655	NM_001242839	GUK1	+
chr1	228327928	228336655	NM_000858	GUK1	+
chr1	228327928	228336655	NM_001159390	GUK1	+
chr1	228327928	228336655	NM_001242840	GUK1	+
chr1	228332403	228336655	NM_001159391	GUK1	+
chr1	228337414	228347527	NM_020435	GJC2	+
chr1	228353428	228369958	NM_001010867	IBA57	+
chr1	228395860	228548951	NM_052843	OBSCN	+
chr1	228395860	228566575	NM_001098623	OBSCN	+
chr1	228645807	228646259	NM_175055	HIST3H2BB	+
chr1	228649774	228649853	NR_039812	MIR4666A	+
chr1	228675067	228683889	NM_001010858	RNF187	+
chr1	228780393	228882416	NR_037962	RHOU	+
chr1	228780656	228788159	NR_002834	DUSP5P1	+
chr1	228870823	228882416	NM_021205	RHOU	+
chr1	229406878	229440518	NM_004578	RAB4A	+
chr1	229440128	229441250	NM_006542	SPHAR	+
chr1	229761980	229795946	NM_014777	URB2	+
chr1	230202955	230417875	NM_004481	GALNT2	+
chr1	230778201	230829731	NM_001145036	COG2	+
chr1	230778201	230829731	NM_007357	COG2	+
chr1	230883129	230937518	NM_006615	CAPN9	+
chr1	230883160	230937749	NM_016452	CAPN9	+
chr1	231114822	231136479	NM_022786	ARV1	+
chr1	231298673	231357314	NM_001004342	TRIM67	+
chr1	231376918	231413719	NM_014236	GNPAT	+
chr1	231473681	231490769	NM_001010984	SPRTN	+
chr1	231473681	231490769	NM_032018	SPRTN	+
chr1	231664398	231702269	NM_005999	TSNAX	+
chr1	231664398	231838307	NR_028399	TSNAX-DISC1	+
chr1	231664398	231886365	NR_028400	TSNAX-DISC1	+
chr1	231664398	231954990	NR_028394	TSNAX-DISC1	+
chr1	231664398	231954990	NR_028395	TSNAX-DISC1	+
chr1	231664398	231954990	NR_028396	TSNAX-DISC1	+
chr1	231664398	231954990	NR_028397	TSNAX-DISC1	+
chr1	231664398	231954990	NR_028398	TSNAX-DISC1	+
chr1	231664398	232177019	NR_028393	TSNAX-DISC1	+
chr1	231762560	231838307	NM_001164554	DISC1	+
chr1	231762560	231859820	NM_001012958	DISC1	+
chr1	231762560	231859820	NM_001164550	DISC1	+
chr1	231762560	231859820	NM_001164552	DISC1	+
chr1	231762560	231859820	NM_001164553	DISC1	+
chr1	231762560	231886365	NM_001164551	DISC1	+
chr1	231762560	231886365	NM_001164555	DISC1	+
chr1	231762560	231907408	NM_001164549	DISC1	+
chr1	231762560	231954990	NM_001164544	DISC1	+
chr1	231762560	231954990	NM_001164545	DISC1	+
chr1	231762560	231954990	NM_001164548	DISC1	+
chr1	231762560	231954990	NM_001164556	DISC1	+
chr1	231762560	231991125	NM_001164539	DISC1	+
chr1	231762560	232002452	NM_001012959	DISC1	+
chr1	231762560	232095249	NM_001164542	DISC1	+
chr1	231762560	232095249	NM_001164546	DISC1	+
chr1	231762560	232145400	NM_001164538	DISC1	+
chr1	231762560	232145400	NM_001164541	DISC1	+
chr1	231762560	232145400	NM_001164547	DISC1	+
chr1	231762560	232177019	NM_001012957	DISC1	+
chr1	231762560	232177019	NM_001164537	DISC1	+
chr1	231762560	232177019	NM_001164540	DISC1	+
chr1	231762560	232177019	NM_018662	DISC1	+
chr1	232940637	232946092	NM_019090	MAP10	+
chr1	233086369	233114219	NM_032324	NTPCR	+
chr1	233463513	233520894	NM_032435	KIAA1804	+
chr1	233749749	233808258	NM_002245	KCNK1	+
chr1	233759897	233759965	NR_039625	MIR4427	+
chr1	234040678	234460262	NM_173508	SLC35F3	+
chr1	234442212	234442285	NR_039818	MIR4671	+
chr1	234509213	234519795	NM_001206641	COA6	+
chr1	234509428	234519795	NM_001012985	COA6	+
chr1	234765056	234770526	NR_033927	LINC00184	+
chr1	234859788	234867390	NR_038856	LOC100506810	+
chr1	235491752	235507844	NM_001037277	GGPS1	+
chr1	235491868	235507844	NR_036605	GGPS1	+
chr1	235530727	235612280	NM_001079515	TBCE	+
chr1	235530727	235612280	NM_003193	TBCE	+
chr1	236305831	236372209	NM_003272	GPR137B	+
chr1	236557679	236648008	NM_145861	EDARADD	+
chr1	236558715	236648008	NM_080738	EDARADD	+
chr1	236681513	236716279	NM_201545	LGALS8	+
chr1	236686738	236716279	NM_006499	LGALS8	+
chr1	236686738	236716279	NM_201543	LGALS8	+
chr1	236687026	236716279	NM_201544	LGALS8	+
chr1	236849769	236927558	NM_001103	ACTN2	+
chr1	236958580	237067281	NM_000254	MTR	+
chr1	237205701	237997288	NM_001035	RYR2	+
chr1	238025474	238091619	NR_027247	LOC100130331	+
chr1	239792372	240072717	NM_000740	CHRM3	+
chr1	240170823	240176560	NR_036695	RPS7P5	+
chr1	240255184	240638489	NM_020066	FMN2	+
chr1	241295571	241295646	NR_036069	MIR3123	+
chr1	241695433	241758949	NM_003679	KMO	+
chr1	241815579	241965434	NM_144625	WDR64	+
chr1	242011492	242053241	NM_130398	EXO1	+
chr1	242012032	242053241	NM_003686	EXO1	+
chr1	242012032	242053241	NM_006027	EXO1	+
chr1	243419306	243663393	NM_006642	SDCCAG8	+
chr1	243509477	243509557	NR_039824	MIR4677	+
chr1	244080703	244210619	NR_033883	LOC339529	+
chr1	244214560	244220778	NM_205768	ZBTB18	+
chr1	244216581	244220778	NM_006352	ZBTB18	+
chr1	244515936	244552393	NM_001012970	C1orf100	+
chr1	244624672	244803662	NM_001130957	C1orf101	+
chr1	244624672	244803662	NM_001242340	C1orf101	+
chr1	244624672	244803662	NM_173807	C1orf101	+
chr1	244816351	244872334	NM_016076	DESI2	+
chr1	244998638	245008359	NM_198076	COX20	+
chr1	245133170	245251148	NM_032328	EFCAB2	+
chr1	245133283	245288530	NR_026586	EFCAB2	+
chr1	245133630	245251148	NR_026588	EFCAB2	+
chr1	245133630	245288530	NM_001143943	EFCAB2	+
chr1	245133630	245288530	NR_026587	EFCAB2	+
chr1	245318286	245866428	NM_018012	KIF26B	+
chr1	246729638	246811544	NM_001139459	CNST	+
chr1	246729638	246831884	NM_152609	CNST	+
chr1	246887377	246931440	NM_016002	SCCPDH	+
chr1	246952918	246954788	NR_015422	LOC149134	+
chr1	247419373	247420447	NM_173858	VN1R5	+
chr1	247579457	247612406	NM_001079821	NLRP3	+
chr1	247579457	247612406	NM_001127461	NLRP3	+
chr1	247581350	247612406	NM_001127462	NLRP3	+
chr1	247581350	247612406	NM_001243133	NLRP3	+
chr1	247581350	247612406	NM_004895	NLRP3	+
chr1	247581350	247612406	NM_183395	NLRP3	+
chr1	247654369	247655711	NM_001004698	OR2W5	+
chr1	247712450	247739848	NM_145278	GCSAML	+
chr1	247751661	247752615	NM_001001915	OR2G2	+
chr1	247768887	247769817	NM_001001914	OR2G3	+
chr1	248020500	248043438	NM_015431	TRIM58	+
chr1	248058888	248059833	NM_001001957	OR2W3	+
chr1	248084319	248085258	NM_001005522	OR2T8	+
chr1	248100492	248264224	NM_175911	OR2L13	+
chr1	248112159	248113098	NM_001001963	OR2L8	+
chr1	248128633	248129641	NM_001004491	OR2AK2	+
chr1	248153568	248154493	NR_002145	OR2L1P	+
chr1	248201473	248202607	NM_001004686	OR2L2	+
chr1	248223983	248224922	NM_001004687	OR2L3	+
chr1	248285437	248286082	NR_002141	OR2M1P	+
chr1	248308449	248309388	NM_001004690	OR2M5	+
chr1	248343287	248344331	NM_001004688	OR2M2	+
chr1	248366369	248367308	NM_001004689	OR2M3	+
chr1	248402230	248403166	NM_017504	OR2M4	+
chr1	248512076	248513015	NM_001001918	OR14C36	+
chr1	248524882	248525929	NM_001004696	OR2T4	+
chr1	248550909	248551836	NM_001005471	OR2T6	+
chr1	248569295	248570405	NM_030904	OR2T1	+
chr1	248616098	248617073	NM_001004136	OR2T2	+
chr1	248636651	248637608	NM_001005495	OR2T3	+
chr1	248651889	248652837	NM_001004697	OR2T5	+
chr1	248684947	248685898	NM_001013355	OR2G6	+
chr1	249120575	249120642	NR_036070	MIR3124	+
chr1	249132529	249143714	NM_024836	ZNF672	+
chr1	249200441	249213345	NM_001017434	PGBD2	+
chr1	249200441	249213345	NM_170725	PGBD2	+
